"algorithm","initialisation_method","p1","p2","mu1","mu2","sigma1","sigma2","prop_outliers"
"EMCluster","quantiles",0.491481268724269,0.508518731275731,-0.0463865903650272,4.05817181063589,0.572325787179615,0.737142486373502,0.02
"GMKMcharlie","quantiles",0.491481242220124,0.508518757779876,-0.0463866836182072,4.05817168683392,0.572326526486512,0.737143351581602,0.02
"flexmix","quantiles",0.4915,0.5085,-0.0463832792967572,4.05817565648042,0.572622270125305,0.737499697911848,0.02
"DCEM","quantiles",0.49148216415067,0.50851783584933,-0.0463833525122062,4.05817590878722,0.572330594607156,0.737136439440309,0.02
"RGMMBench","random",0.486494355294726,0.513505644705274,-0.0163038190103566,3.98980999956346,0.304003345115686,1.0752203975913,0.02
"Rmixmod","random",0.486494253429859,0.513505746570141,-0.0163039299653959,3.98980930998353,0.304003217897709,1.07522142235514,0.02
"mixtools","random",0.48649434060541,0.51350565939459,-0.0163038457045042,3.98980983574043,0.304003326676278,1.0752205485672,0.02
"bgmm","random",0.493218492038766,0.506781507961234,-0.0127437807201985,3.98741205332362,0.313087772824642,0.345400814940892,0.02
"mclust","random",0.48648684970682,0.51351315029318,-0.0163119804155915,3.98975917745095,0.30399398291195,1.07529594570979,0.02
"EMCluster","random",0.486503019139306,0.513496980860694,-0.0162943443563488,3.98986861509742,0.304014214573728,1.07513335259441,0.02
"GMKMcharlie","random",0.48649438747593,0.51350561252407,-0.0163037760038367,3.98981020988081,0.304005048207731,1.07522056207121,0.02
"flexmix","random",0.4875,0.5125,-0.0163137913244801,3.98973926582149,0.304148920021688,1.07585040341056,0.02
"DCEM","random",0.486434139234628,0.513565860765372,-0.016368628173936,3.98940166439795,0.303928631896694,1.07582849786151,0.02
"RGMMBench","hc",0.486494390250898,0.513505609749102,-0.0163037809331876,3.98981023619978,0.304003388773775,1.07522004593587,0.02
"Rmixmod","hc",0.486494534565716,0.513505465434284,-0.0163036237210272,3.98981121312951,0.304003569029957,1.07521859418148,0.02
"mixtools","hc",0.486494465559804,0.513505534440196,-0.0163036638936972,3.98981095676377,0.304003483158419,1.07521927784487,0.02
"otrimle","hc",0.494984235796077,0.505015764203923,-0.0132189336874407,3.98579116084132,0.308149275875786,0.30091389419439,0.02
"bgmm","hc",0.493218770509432,0.506781229490568,-0.012746678691988,3.98741202848125,0.313099731765084,0.345400709948089,0.02
"mclust","hc",0.486505038488346,0.513494961511654,-0.0162921297288899,3.98988227134419,0.304016754463785,1.07511308308114,0.02
"EMCluster","hc",0.491480986284356,0.508519013715644,-0.0463875403080472,4.05817044901092,0.572324490173882,0.737144613105903,0.02
"GMKMcharlie","hc",0.491481242220124,0.508518757779876,-0.0463866836182072,4.05817168683392,0.572326526486512,0.737143351581602,0.02
"flexmix","hc",0.4875,0.5125,-0.0162938647443752,3.9898630365702,0.304171782229041,1.07566643642863,0.02
"DCEM","hc",0.486580643221825,0.513419356778175,-0.0162066491997234,3.9903911975729,0.304115377434838,1.07436182719977,0.02
"RGMMBench","rebmix",0.510461896465834,0.489538103534166,0.168101724830873,3.99365994350286,1.36391720915307,0.290156618674826,0.02
"Rmixmod","rebmix",0.510460966957762,0.489539033042238,0.168095208706586,3.99365947436737,1.36390974473422,0.29015731770519,0.02
"mixtools","rebmix",0.510461475150334,0.489538524849666,0.168096459511943,3.99365954385594,1.36391372720807,0.290156957036498,0.02
"bgmm","rebmix",0.493431201844368,0.506568798155632,-0.0149733038805657,3.98741200183007,0.322149288034691,0.345400333710222,0.02
"mclust","rebmix",0.510383512051972,0.489616487948028,0.167552317552175,3.99362020684632,1.36328786786105,0.290215618669534,0.02
"EMCluster","rebmix",0.510370332113904,0.489629667886096,0.167459957524583,3.99361348846285,1.36318207723455,0.29022555265073,0.02
"GMKMcharlie","rebmix",0.510462316679436,0.489537683320564,0.16810470181647,3.99366012308584,1.36392101923553,0.290158116225301,0.02
"flexmix","rebmix",0.504,0.496,0.167665217635186,3.99362270640208,1.36408379973821,0.290360291255798,0.02
"DCEM","rebmix",0.510248381442397,0.489751618557603,0.166605673163293,3.9935507938671,1.36220370252634,0.290317676993307,0.02
"RGMMBench","kmeans",0.512922861612212,0.487077138387788,-0.0807577835714668,4.10763924038298,0.838006351078073,0.948694453077802,0.02
"Rmixmod","kmeans",0.512922862857177,0.487077137142823,-0.0807577825834838,4.10763925004809,0.838006350275349,0.948694435052292,0.02
"mixtools","kmeans",0.512922900562009,0.487077099437991,-0.0807577496876475,4.1076396051425,0.838006311308943,0.948693873330496,0.02
"bgmm","kmeans",0.514445012494581,0.485554987505419,-0.00362301828490711,3.99832530177028,0.315009152767901,0.309209145687124,0.02
"mclust","kmeans",0.512922914101908,0.487077085898092,-0.0807577448348793,4.10763965095209,0.838006310205048,0.948693686064344,0.02
"EMCluster","kmeans",0.512922014794761,0.487077985205239,-0.0807561356149935,4.10763022318045,0.83801248262697,0.948712303955838,0.02
"GMKMcharlie","kmeans",0.512922860994897,0.487077139005103,-0.080757782655795,4.1076392341104,0.838006951517797,0.948694992439099,0.02
"flexmix","kmeans",0.513,0.487,-0.0807572369207971,4.10763421111666,0.838417646720706,0.949191459078521,0.02
"DCEM","kmeans",0.512924966279925,0.487075033720075,-0.0807567079605506,4.10765620589286,0.838003557192829,0.948662551462231,0.02
"RGMMBench","quantiles",0.512922861453116,0.487077138546884,-0.0807577837007997,4.10763923915111,0.838006351173245,0.948694455373891,0.02
"Rmixmod","quantiles",0.512922856247309,0.48707714375269,-0.0807577879550413,4.10763919886614,0.838006354233646,0.948694530450915,0.02
"mixtools","quantiles",0.512922859595401,0.487077140404599,-0.0807577855362919,4.10763922156622,0.838006352732689,0.948694482694208,0.02
"bgmm","quantiles",0.514445012494581,0.485554987505419,-0.0036230182849071,3.99832530177028,0.315009152767901,0.309209145687124,0.02
"mclust","quantiles",0.512922639529391,0.487077360470609,-0.0807579676664255,4.10763752454764,0.838006475315087,0.9486976496636,0.02
"EMCluster","quantiles",0.512922682633503,0.487077317366497,-0.0807579239232175,4.10763784913714,0.83800647049862,0.948697048538811,0.02
"GMKMcharlie","quantiles",0.512922860994897,0.487077139005103,-0.080757782655795,4.1076392341104,0.838006951517797,0.948694992439099,0.02
"flexmix","quantiles",0.513,0.487,-0.0807574697809332,4.10763192228811,0.8384178387413,0.949195730193966,0.02
"DCEM","quantiles",0.512913581526311,0.487086418473689,-0.0807658755308142,4.10756796307571,0.838010508665332,0.948827119560755,0.02
"RGMMBench","random",0.48877290740243,0.51122709259757,-0.00778178532170323,3.84001201726217,0.282309563239752,1.67997961122745,0.02
"Rmixmod","random",0.488771735438924,0.511228264561076,-0.00778210063292667,3.84000349786094,0.282308834936713,1.67998726805259,0.02
"mixtools","random",0.488772415357071,0.511227584642929,-0.00778211683761272,3.84000406164251,0.282309201940752,1.67998290772656,0.02
"bgmm","random",0.513978415903442,0.486021584096558,0.00111116908278315,3.99832530177028,0.29564131283387,0.309209145687124,0.02
"mclust","random",0.488567139354941,0.511432860645059,-0.00783662824667005,3.83851630076485,0.282181784831381,1.6813233826943,0.02
"EMCluster","random",0.488638829644599,0.511361170355401,-0.00780708018112662,3.83902730519498,0.282238216941935,1.68087651679466,0.02
"GMKMcharlie","random",0.488774172586684,0.511225827413316,-0.00778137605014007,3.84002114850419,0.282312297029903,1.67997176534228,0.02
"flexmix","random",0.5015,0.4985,-0.00783200997698709,3.83833439237992,0.282325881822856,1.68229744320583,0.02
"DCEM","random",0.488333976682088,0.511666023317912,-0.00789752814511238,3.83682166715511,0.282037209775327,1.68284461615677,0.02
"RGMMBench","hc",0.488774817844658,0.511225182155342,-0.00778127125183123,3.84002590492577,0.282310750476691,1.67996712959971,0.02
"Rmixmod","hc",0.488775808028905,0.511224191971095,-0.00778100476285961,3.840033102912,0.28231136583881,1.67996066034104,0.02
"mixtools","hc",0.488775095956962,0.511224904043038,-0.00778104613181858,3.8400312303327,0.282310965240226,1.67996525083666,0.02
"otrimle","hc",0.514230950633909,0.48576904936609,0.00137314316312245,3.99572082961791,0.294543914004687,0.299367281476943,0.02
"bgmm","hc",0.513978415210833,0.486021584789167,0.00111117603391652,3.99832530177028,0.295641283767957,0.309209145687124,0.02
"mclust","hc",0.488948682724044,0.511051317275956,-0.00772844954348258,3.84128443103484,0.28242466185576,1.67884227110154,0.02
"EMCluster","hc",0.512922426590989,0.487077573409011,-0.0807581378347058,4.10763587268116,0.83800660962615,0.948700729988899,0.02
"GMKMcharlie","hc",0.512922860994897,0.487077139005103,-0.080757782655795,4.1076392341104,0.838006951517797,0.948694992439099,0.02
"flexmix","hc",0.502,0.498,-0.00772421513982994,3.84109876162456,0.282568198251456,1.67981984836763,0.02
"DCEM","hc",0.489504065260921,0.510495934739079,-0.00721017254170455,3.84497491260499,0.283297865015862,1.67592108689231,0.02
"RGMMBench","rebmix",0.488775647490211,0.511224352509789,-0.00778104798111951,3.84003193591161,0.282311266060188,1.67996170918261,0.02
"Rmixmod","rebmix",0.488777576676345,0.511222423323655,-0.00778052873733409,3.84004595985189,0.28231246496886,1.67994910494743,0.02
"mixtools","rebmix",0.488775065870033,0.511224934129967,-0.00778105809692865,3.84003092652502,0.282310945414033,1.67996544900839,0.02
"bgmm","rebmix",0.51397838927669,0.48602161072331,0.00111143631287332,3.99832530177028,0.295640195418804,0.309209145687124,0.02
"mclust","rebmix",0.488934130624488,0.511065869375512,-0.0077380819101895,3.84118404940332,0.282409816543373,1.67892593659489,0.02
"EMCluster","rebmix",0.48896115410609,0.51103884589391,-0.00773068090766323,3.84138049723595,0.282426644091269,1.67874928130923,0.02
"GMKMcharlie","rebmix",0.488774338128589,0.511225661871411,-0.00778133150428399,3.84002235188606,0.282312399903001,1.67997068379351,0.02
"flexmix","rebmix",0.5015,0.4985,-0.0077335512878222,3.84100604736209,0.282554010253518,1.6798966156788,0.02
"DCEM","rebmix",0.489505514345571,0.510494485654429,-0.00757786836119298,3.84533842539256,0.282766228180655,1.67518626598006,0.02
"RGMMBench","kmeans",0.500705550719299,0.499294449280701,-0.104069210508792,4.13956388927258,0.966407492790219,1.06854724016003,0.02
"Rmixmod","kmeans",0.500705566369075,0.499294433630925,-0.10406920314028,4.13956401489476,0.966407470787357,1.06854702838913,0.02
"mixtools","kmeans",0.500705675441337,0.499294324558663,-0.104069172931929,4.13956518949454,0.966407182421915,1.06854541615812,0.02
"bgmm","kmeans",0.502793313155408,0.497206686844592,-0.00833426126800155,4.00746972343471,0.310015093454395,0.311251635489177,0.02
"mclust","kmeans",0.5007080717457,0.4992919282543,-0.104069153968789,4.13958525953804,0.966401548854515,1.06851079900946,0.02
"EMCluster","kmeans",0.500706580426482,0.499293419573518,-0.104068197151158,4.13957162481345,0.966407165930499,1.06853439452676,0.02
"GMKMcharlie","kmeans",0.500705547929728,0.499294452070272,-0.104069203444116,4.13956385847866,0.966408031877387,1.06854776306934,0.02
"flexmix","kmeans",0.501,0.499,-0.1040623908148,4.13956445416719,0.966902140842579,1.06908340061942,0.02
"DCEM","kmeans",0.500734244266443,0.499265755733557,-0.104090316751549,4.13982894551449,0.966293458351838,1.06808777254739,0.02
"RGMMBench","quantiles",0.500705556531885,0.499294443468115,-0.104069208213915,4.1395639363739,0.966407483680674,1.06854716059497,0.02
"Rmixmod","quantiles",0.500705636990611,0.499294363009389,-0.104069192183023,4.13956460413741,0.9664073242075,1.068546026847,0.02
"mixtools","quantiles",0.50070560659479,0.49929439340521,-0.104069200516167,4.13956447818155,0.966407341284376,1.06854641093961,0.02
"bgmm","quantiles",0.502793313155408,0.497206686844592,-0.00833426126800155,4.00746972343471,0.310015093454395,0.311251635489177,0.02
"mclust","quantiles",0.500706580242342,0.499293419757658,-0.104069476254302,4.13957290597179,0.966404453188346,1.06853176371855,0.02
"EMCluster","quantiles",0.500706831983356,0.499293168016644,-0.104068658020229,4.13957422504342,0.9664055832964,1.06852979782659,0.02
"GMKMcharlie","quantiles",0.500705547929728,0.499294452070272,-0.104069203444116,4.13956385847866,0.966408031877387,1.06854776306934,0.02
"flexmix","quantiles",0.501,0.499,-0.10406252877064,4.13955033741566,0.966905882231012,1.06910744655907,0.02
"DCEM","quantiles",0.500716621285659,0.499283378714341,-0.104085868360288,4.13967468864487,0.966345497984826,1.06835241400959,0.02
"RGMMBench","random",0.546765752315687,0.453234247684313,0.351460093365426,4.02129121519406,1.9896334228444,0.28920350342488,0.02
"Rmixmod","random",0.546768265565967,0.453231734434033,0.351476605686882,4.02129164497582,1.98964400644471,0.289202174853984,0.02
"mixtools","random",0.546765859530896,0.453234140469104,0.351470082559902,4.02129157500069,1.9896339462861,0.289203281071117,0.02
"bgmm","random",0.546852084650412,0.453147915349588,0.352027248866738,4.02130594530834,1.98999686608317,0.289157863717996,0.02
"mclust","random",0.546946559157048,0.453053440842952,0.35264777300465,4.02132196936157,1.99039434472376,0.289107926857646,0.02
"EMCluster","random",0.546567454812528,0.453432545187472,0.350156952169844,4.02125711137397,1.98879776255244,0.28930832943592,0.02
"GMKMcharlie","random",0.54676282943601,0.45323717056399,0.35144093811695,4.02129065677351,1.9896214259699,0.28920701644692,0.02
"flexmix","random",0.5185,0.4815,0.352750053944655,4.02131117335504,1.99133291150998,0.28927595384874,0.02
"DCEM","random",0.547543946726238,0.452456053273762,0.356569285187704,4.02142014486867,1.99290303926304,0.288793293078616,0.02
"RGMMBench","hc",0.464351318591238,0.535648681408762,-0.0143504379526508,3.77377366161946,0.273949803943397,1.90100332254892,0.02
"Rmixmod","hc",0.464353163079157,0.535646836920843,-0.0143502846931289,3.77378657307925,0.273951020747315,1.90099364358825,0.02
"mixtools","hc",0.464351879823118,0.535648120176882,-0.0143502612579741,3.77378466495493,0.273950350071637,1.9010002789609,0.02
"otrimle","hc",0.501827629002242,0.498172370997759,-0.00397198338537833,4.00874693505679,0.285302422789137,0.302774342404855,0.02
"bgmm","hc",0.464459558138375,0.535540441861625,-0.0143413263258813,3.77453138750377,0.274021229301206,1.90043519187451,0.02
"mclust","hc",0.464565966393657,0.535434033606343,-0.0143320366022482,3.77527630026705,0.274091633189953,1.89987654138674,0.02
"EMCluster","hc",0.464591474068096,0.535408525931904,-0.0143300562691179,3.77545512455763,0.274108148485746,1.89974214218507,0.02
"GMKMcharlie","hc",0.464350208076957,0.535649791923043,-0.0143504967492017,3.77376585901451,0.273951159876778,1.90100943782417,0.02
"flexmix","hc",0.4855,0.5145,-0.0143251541857966,3.77515473403851,0.274247469857726,1.9008244029081,0.02
"DCEM","hc",0.467316135519176,0.532683864480824,-0.013620813427505,3.79421754938896,0.277069155326871,1.88588551120249,0.02
"RGMMBench","rebmix",0.464351579864201,0.535648420135799,-0.014350416246872,3.77377549053421,0.273949976304787,1.90100195152381,0.02
"Rmixmod","rebmix",0.464353676559106,0.535646323440894,-0.0143502420214504,3.77379016746138,0.273951359484596,1.90099094907463,0.02
"mixtools","rebmix",0.46435142800465,0.53564857199535,-0.0143503225382834,3.77378021037551,0.27395001980305,1.90100266788857,0.02
"bgmm","rebmix",0.46447464075663,0.53552535924337,-0.0143400814390464,3.77463701817358,0.274031134160516,1.90035593333039,0.02
"mclust","rebmix",0.464595703078584,0.535404296921416,-0.0143296961399106,3.7754847465216,0.274110927530746,1.89971990580012,0.02
"EMCluster","rebmix",0.464573735389836,0.535426264610164,-0.0143315953225241,3.77533090432302,0.274096453716022,1.89983535697626,0.02
"GMKMcharlie","rebmix",0.464350187498586,0.535649812501414,-0.0143504984584499,3.77376571496597,0.273951146301432,1.90100954580782,0.02
"flexmix","rebmix",0.4855,0.5145,-0.0143227621405771,3.775367420722,0.274267151516686,1.90066461705432,0.02
"DCEM","rebmix",0.465304699273278,0.534695300726722,-0.0142644202839114,3.78045316657745,0.274577516244115,1.89598520183735,0.02
"RGMMBench","kmeans",0.502448826597534,0.497551173402466,-0.101493930316335,4.09981943997809,0.845846848362186,0.852275461818318,0.02
"Rmixmod","kmeans",0.502448826597534,0.497551173402466,-0.101493930316335,4.09981943997809,0.845846848362187,0.852275461818315,0.02
"mixtools","kmeans",0.502448832438887,0.497551167561113,-0.101493908988243,4.0998194872995,0.845846853341757,0.852275401404111,0.02
"bgmm","kmeans",0.502280831308716,0.497719168691284,-0.0142027958609803,4.01384331604096,0.324361421966186,0.305748609119837,0.02
"mclust","kmeans",0.502448836575386,0.497551163424614,-0.101493902973325,4.09981949661874,0.845846868037889,0.852275370678916,0.02
"EMCluster","kmeans",0.502448418846589,0.497551581153411,-0.101492840661824,4.09981489656034,0.845851640225993,0.85228456458884,0.02
"GMKMcharlie","kmeans",0.502448826313426,0.497551173686574,-0.10149392970325,4.09981943695997,0.84584744245569,0.852276054467405,0.02
"flexmix","kmeans",0.5025,0.4975,-0.101493175852351,4.09981782943528,0.846270341361192,0.852707347875621,0.02
"DCEM","kmeans",0.502449531112471,0.497550468887529,-0.101492554972651,4.09982400001246,0.845846819556216,0.852267683579699,0.02
"RGMMBench","quantiles",0.502448826454114,0.497551173545886,-0.101493930796478,4.09981943925192,0.845846847858267,0.85227546291625,0.02
"Rmixmod","quantiles",0.502448826088515,0.497551173911485,-0.101493936403482,4.09981944182701,0.845846835451141,0.852275455043337,0.02
"mixtools","quantiles",0.502448827140379,0.497551172859621,-0.101493932210694,4.09981944728604,0.84584684083654,0.852275448559205,0.02
"bgmm","quantiles",0.502280831308715,0.497719168691285,-0.0142027958609784,4.01384331604096,0.324361421966177,0.305748609119837,0.02
"mclust","quantiles",0.502448773004037,0.497551226995963,-0.101494732862257,4.09981979788123,0.845845079808525,0.852274353913906,0.02
"EMCluster","quantiles",0.502448196260015,0.497551803739985,-0.101494845347806,4.09981504146216,0.845847660873396,0.852283203106746,0.02
"GMKMcharlie","quantiles",0.502448826313426,0.497551173686574,-0.10149392970325,4.09981943695997,0.84584744245569,0.852276054467405,0.02
"flexmix","quantiles",0.5025,0.4975,-0.101494011332423,4.09981813349107,0.846268539773944,0.852706322667544,0.02
"DCEM","quantiles",0.502448773004037,0.497551226995963,-0.101494732862257,4.09981979788122,0.845845079808524,0.852274353913906,0.02
"RGMMBench","random",0.475304788647212,0.524695211352788,-0.0206587146797273,3.80924698696333,0.291233798880022,1.65383351699289,0.02
"Rmixmod","random",0.47530590398338,0.52469409601662,-0.0206583987030016,3.80925484191496,0.291234506612622,1.65382634359832,0.02
"mixtools","random",0.475306166256828,0.524693833743172,-0.0206580007276968,3.80926313010909,0.291234772015687,1.6538244875237,0.02
"bgmm","random",0.502280831308706,0.497719168691294,-0.0142027958608683,4.01384331604097,0.324361421965679,0.30574860911986,0.02
"mclust","random",0.475479258747868,0.524520741252132,-0.0206090039847511,3.81047585663078,0.291345509544298,1.65271065366697,0.02
"EMCluster","random",0.475527934755458,0.524472065244542,-0.0205954964607147,3.81081917083696,0.291375847081309,1.65239633214902,0.02
"GMKMcharlie","random",0.475304179544164,0.524695820455836,-0.0206588565025994,3.80924266941755,0.291235299810917,1.6538377740503,0.02
"flexmix","random",0.4905,0.5095,-0.0206083142047846,3.81030706598941,0.291497872536478,1.65363772313639,0.02
"DCEM","random",0.476684507304806,0.523315492695194,-0.0202501528134635,3.81897235781993,0.293153068307391,1.64475366318356,0.02
"RGMMBench","hc",0.526191033599366,0.473808966400634,0.156727600020396,4.02357478276354,1.61191479216689,0.285000573673029,0.02
"Rmixmod","hc",0.52618976688259,0.47381023311741,0.156718676960186,4.02357435437004,1.61190629408662,0.285001436994549,0.02
"mixtools","hc",0.526190844497487,0.473809155502513,0.156722948440614,4.02357452579122,1.61191343414579,0.285000751385209,0.02
"otrimle","hc",0.501786024775599,0.498213975224401,-0.0113178970542928,4.01409821965026,0.295032751948877,0.288875042370023,0.02
"bgmm","hc",0.502280831308715,0.497719168691285,-0.0142027958609784,4.01384331604096,0.324361421966177,0.305748609119837,0.02
"mclust","hc",0.526086025688821,0.473913974311179,0.155987870289049,4.0235391474594,1.61121012134633,0.28507225344274,0.02
"EMCluster","hc",0.502448862140773,0.497551137859227,-0.10149376815236,4.09981957634434,0.845847082817815,0.852275294817842,0.02
"GMKMcharlie","hc",0.502448826313426,0.497551173686574,-0.10149392970325,4.09981943695997,0.84584744245569,0.852276054467405,0.02
"flexmix","hc",0.514,0.486,0.15530471954051,4.02349680252525,1.61131542114757,0.285303743235065,0.02
"DCEM","hc",0.524064646605717,0.475935353394283,0.141982566743839,4.02253459337854,1.5980376340788,0.287262547581778,0.02
"RGMMBench","rebmix",0.526191309100984,0.473808690899016,0.156729540717931,4.02357487593295,1.61191664042586,0.285000385909263,0.02
"Rmixmod","rebmix",0.526190355544561,0.473809644455439,0.156722823640208,4.02357455345389,1.61191024327997,0.285001035793893,0.02
"mixtools","rebmix",0.526190795179445,0.473809204820555,0.15672247530873,4.02357450179678,1.61191309990381,0.285000786841647,0.02
"bgmm","rebmix",0.502280831308715,0.497719168691285,-0.0142027958609784,4.01384331604096,0.324361421966177,0.305748609119837,0.02
"mclust","rebmix",0.526021356048068,0.473978643951932,0.155532173095715,4.02351719141509,1.61077572098998,0.285116378008211,0.02
"EMCluster","rebmix",0.526037557814444,0.473962442185557,0.15564633438688,4.02352270886243,1.61088455054397,0.285105306172822,0.02
"GMKMcharlie","rebmix",0.526191799091026,0.473808200908974,0.156733034111884,4.0235749952227,1.61192031207572,0.285001969553433,0.02
"flexmix","rebmix",0.514,0.486,0.155692382675734,4.02351597822724,1.61168458543945,0.285265568780843,0.02
"DCEM","rebmix",0.525408467510796,0.474591532489204,0.151211646674324,4.02330521436267,1.60664962964992,0.285538028195697,0.02
"RGMMBench","kmeans",0.501910787612365,0.498089212387635,-0.0527962452539977,4.07326854328935,0.777091514120632,0.796439746511015,0.02
"Rmixmod","kmeans",0.501910787612365,0.498089212387635,-0.0527962452539977,4.07326854328935,0.777091514120631,0.796439746511014,0.02
"mixtools","kmeans",0.501910794867418,0.498089205132582,-0.0527962109972964,4.07326859484396,0.777091536153392,0.796439692292078,0.02
"bgmm","kmeans",0.502276174598262,0.497723825401738,0.0186394287252788,3.99751335952712,0.31796499179792,0.316748668723446,0.02
"mclust","kmeans",0.501910800490628,0.498089199509372,-0.0527962027739113,4.07326860716412,0.777091554664306,0.796439652568154,0.02
"EMCluster","kmeans",0.501909988999674,0.498090011000326,-0.0527981959159166,4.07326389338482,0.777090864567763,0.796447307593164,0.02
"GMKMcharlie","kmeans",0.501910787172252,0.498089212827748,-0.0527962461459788,4.07326854054237,0.777092157690259,0.79644037893244,0.02
"flexmix","kmeans",0.502,0.498,-0.052796482192355,4.07326732010992,0.777479183880324,0.79684188187445,0.02
"DCEM","kmeans",0.501911853179006,0.498088146820994,-0.0527927993446998,4.07327389787225,0.777094676265253,0.796431802768823,0.02
"RGMMBench","quantiles",0.501910787465134,0.498089212534866,-0.0527962457420887,4.07326854256155,0.777091513650446,0.796439747578858,0.02
"Rmixmod","quantiles",0.501910788372861,0.498089211627139,-0.0527962429179397,4.07326854723516,0.777091516042993,0.796439740526809,0.02
"mixtools","quantiles",0.501910788565666,0.498089211434334,-0.0527962410053992,4.07326855006968,0.777091516639301,0.796439739032888,0.02
"bgmm","quantiles",0.502276174598262,0.497723825401738,0.0186394287252788,3.99751335952712,0.31796499179792,0.316748668723446,0.02
"mclust","quantiles",0.50191085628268,0.49808914371732,-0.0527960911071721,4.07326895681011,0.777091532486474,0.796439062291137,0.02
"EMCluster","quantiles",0.501909996280893,0.498090003719107,-0.052798534673895,4.07326429505674,0.777089896319743,0.796446335173545,0.02
"GMKMcharlie","quantiles",0.501910787172252,0.498089212827748,-0.0527962461459788,4.07326854054237,0.777092157690259,0.79644037893244,0.02
"flexmix","quantiles",0.502,0.498,-0.0527963709115426,4.07326767085043,0.77747916033904,0.796841288903466,0.02
"DCEM","quantiles",0.501910856282679,0.498089143717321,-0.0527960911071721,4.07326895681011,0.777091532486474,0.796439062291137,0.02
"RGMMBench","random",0.52287802857992,0.47712197142008,0.178975310544004,4.00059098579977,1.50932350935351,0.2909434891882,0.02
"Rmixmod","random",0.522877170230793,0.477122829769207,0.178969246621927,4.00059075610197,1.50931717894147,0.290944123691095,0.02
"mixtools","random",0.522877062125962,0.477122937874038,0.178964666573622,4.0005905483466,1.50931623021665,0.29094429176939,0.02
"bgmm","random",0.502276174598262,0.497723825401738,0.0186394287252788,3.99751335952712,0.31796499179792,0.316748668723446,0.02
"mclust","random",0.522783934990798,0.477216065009202,0.178310432994759,4.00056583527669,1.50862900929595,0.291013400453606,0.02
"EMCluster","random",0.522750956577802,0.477249043422198,0.178077334183294,4.00055703632651,1.50838532849018,0.291038080245298,0.02
"GMKMcharlie","random",0.522878475296729,0.477121524703271,0.178978476009626,4.00059109484142,1.5093271301572,0.290945044014702,0.02
"flexmix","random",0.5135,0.4865,0.178465046408941,4.00056783694151,1.50950077416948,0.291164962824703,0.02
"DCEM","random",0.522385556736971,0.477614443263029,0.175491948901411,4.00046037772345,1.50567518107469,0.291318514835697,0.02
"RGMMBench","hc",0.483656809856997,0.516343190143003,0.0111060912398214,3.86754510758593,0.291983283454714,1.47264453921376,0.02
"Rmixmod","hc",0.483657656884909,0.516342343115091,0.0111065293666396,3.86755102344415,0.291983857535542,1.47263838435062,0.02
"mixtools","hc",0.483657319176342,0.516342680823658,0.0111065989928701,3.86755159381978,0.291983645175877,1.47264074740345,0.02
"otrimle","hc",0.501817453005621,0.498182546994379,0.0190135939061478,3.99436107152295,0.3004754124422,0.309061473948647,0.02
"bgmm","hc",0.502276174598262,0.497723825401738,0.0186394287252786,3.99751335952712,0.31796499179792,0.316748668723446,0.02
"mclust","hc",0.483766287765728,0.516233712234272,0.0111630701687079,3.86830954893177,0.29205768302133,1.47184929930154,0.02
"EMCluster","hc",0.50191075109472,0.49808924890528,-0.0527963652392387,4.0732683616908,0.777091400439918,0.796440014093205,0.02
"GMKMcharlie","hc",0.501910787172252,0.498089212827748,-0.0527962461459788,4.07326854054237,0.777092157690259,0.79644037893244,0.02
"flexmix","hc",0.4925,0.5075,0.0111611303049673,3.86815941185811,0.292203985688345,1.47271700219903,0.02
"DCEM","hc",0.485115863455642,0.514884136544358,0.0121309323628934,3.87750770727458,0.293444913617991,1.46252623311845,0.02
"RGMMBench","rebmix",0.483657077531924,0.516342922468076,0.0111062296925902,3.86754697709614,0.291983464873079,1.47264259417546,0.02
"Rmixmod","rebmix",0.483658291756249,0.516341708243752,0.011106857768975,3.86755545754569,0.291984287828134,1.47263377109683,0.02
"mixtools","rebmix",0.483657109430513,0.516342890569487,0.0111064450498316,3.86754958392384,0.291983499941998,1.47264228842534,0.02
"bgmm","rebmix",0.502276174598262,0.497723825401738,0.0186394287252782,3.99751335952712,0.317964991797919,0.316748668723448,0.02
"mclust","rebmix",0.483814139755648,0.516185860244353,0.0111878696233023,3.86864387387346,0.292090020729111,1.47150113051841,0.02
"EMCluster","rebmix",0.483793556257351,0.516206443742649,0.0111771257907814,3.86850012878261,0.292076045000646,1.47165074580487,0.02
"GMKMcharlie","rebmix",0.483656390766194,0.516343609233806,0.0111059291014898,3.8675421293775,0.291984815728694,1.47264803873091,0.02
"flexmix","rebmix",0.4925,0.5075,0.0111866158671684,3.86850374902954,0.292237250530644,1.47235835617834,0.02
"DCEM","rebmix",0.484032133674762,0.515967866325238,0.0113026004053781,3.87016600076971,0.292238359578161,1.46991644742929,0.02
"RGMMBench","kmeans",0.517305823531041,0.482694176468959,-0.0620757018552398,4.10951429355872,0.778603984970624,0.9223898899836,0.02
"Rmixmod","kmeans",0.517305827293662,0.482694172706338,-0.062075693969924,4.10951431762571,0.778603989628025,0.922389851490831,0.02
"mixtools","kmeans",0.517305825371988,0.482694174628012,-0.0620756965707685,4.10951430963464,0.778603986901846,0.922389870464457,0.02
"bgmm","kmeans",0.519006432759247,0.480993567240754,0.00700254663984455,4.00507496513372,0.32479441127886,0.305390970920905,0.02
