"algorithm","time","nobservations","prop_outliers"
"bgmm",0.005536247,1000,0.02
"flexmix",0.013384227,1000,0.02
"DCEM",0.062724447,1000,0.02
"GMKMcharlie",0.004462535,1000,0.02
"mclust",0.001536421,1000,0.02
"RGMMBench",0.043009725,1000,0.02
"mixtools",0.004195093,1000,0.02
"Rmixmod",0.004973111,1000,0.02
"otrimle",0.594601835,1000,0.02
"EMCluster",0.002902892,1000,0.02
"bgmm",0.00524948,1000,0.02
"flexmix",0.013069547,1000,0.02
"DCEM",0.061414329,1000,0.02
"GMKMcharlie",0.004494294,1000,0.02
"mclust",0.001610099,1000,0.02
"RGMMBench",0.041957011,1000,0.02
"mixtools",0.003089911,1000,0.02
"Rmixmod",0.004827729,1000,0.02
"otrimle",0.578638044,1000,0.02
"EMCluster",0.002967332,1000,0.02
"bgmm",0.005312498,1000,0.02
"flexmix",0.013065509,1000,0.02
"DCEM",0.061521592,1000,0.02
"GMKMcharlie",0.00433221,1000,0.02
"mclust",0.0014838,1000,0.02
"RGMMBench",0.042186291,1000,0.02
"mixtools",0.003128173,1000,0.02
"Rmixmod",0.00488136,1000,0.02
"otrimle",0.58410449,1000,0.02
"EMCluster",0.002898042,1000,0.02
"bgmm",0.005306106,1000,0.02
"flexmix",0.012856959,1000,0.02
"DCEM",0.061303142,1000,0.02
"GMKMcharlie",0.00428935,1000,0.02
"mclust",0.001508778,1000,0.02
"RGMMBench",0.04179127,1000,0.02
"mixtools",0.003142871,1000,0.02
"Rmixmod",0.004791401,1000,0.02
"otrimle",0.575578278,1000,0.02
"EMCluster",0.002978042,1000,0.02
"bgmm",0.005892836,1000,0.02
"flexmix",0.017030792,1000,0.02
"DCEM",0.080640427,1000,0.02
"GMKMcharlie",0.004686775,1000,0.02
"mclust",0.001603887,1000,0.02
"RGMMBench",0.042368462,1000,0.02
"mixtools",0.003237318,1000,0.02
"Rmixmod",0.005362462,1000,0.02
"otrimle",0.597473457,1000,0.02
"EMCluster",0.003059645,1000,0.02
"bgmm",0.005564169,1000,0.02
"flexmix",0.013832627,1000,0.02
"DCEM",0.061638691,1000,0.02
"GMKMcharlie",0.0044976,1000,0.02
"mclust",0.001398211,1000,0.02
"RGMMBench",0.041893582,1000,0.02
"mixtools",0.003437623,1000,0.02
"Rmixmod",0.004862724,1000,0.02
"otrimle",0.615092471,1000,0.02
"EMCluster",0.002951032,1000,0.02
"bgmm",0.005318088,1000,0.02
"flexmix",0.012992211,1000,0.02
"DCEM",0.061156157,1000,0.02
"GMKMcharlie",0.004420366,1000,0.02
"mclust",0.001399012,1000,0.02
"RGMMBench",0.042000814,1000,0.02
"mixtools",0.003186243,1000,0.02
"Rmixmod",0.004922997,1000,0.02
"otrimle",0.611637625,1000,0.02
"EMCluster",0.003049286,1000,0.02
"bgmm",0.005804821,1000,0.02
"flexmix",0.014683673,1000,0.02
"DCEM",0.060844383,1000,0.02
"GMKMcharlie",0.005305275,1000,0.02
"mclust",0.001629713,1000,0.02
"RGMMBench",0.0433598,1000,0.02
"mixtools",0.003630195,1000,0.02
"Rmixmod",0.00568239,1000,0.02
"otrimle",0.582405957,1000,0.02
"EMCluster",0.002898132,1000,0.02
"bgmm",0.005348545,1000,0.02
"flexmix",0.013103822,1000,0.02
"DCEM",0.061094471,1000,0.02
"GMKMcharlie",0.004815275,1000,0.02
"mclust",0.001447284,1000,0.02
"RGMMBench",0.044975569,1000,0.02
"mixtools",0.003285238,1000,0.02
"Rmixmod",0.005376899,1000,0.02
"otrimle",0.584610557,1000,0.02
"EMCluster",0.003097216,1000,0.02
"bgmm",0.005510167,1000,0.02
"flexmix",0.013640838,1000,0.02
"DCEM",0.062697606,1000,0.02
"GMKMcharlie",0.004455952,1000,0.02
"mclust",0.001520811,1000,0.02
"RGMMBench",0.042333006,1000,0.02
"mixtools",0.003159232,1000,0.02
"Rmixmod",0.004955799,1000,0.02
"otrimle",0.598542812,1000,0.02
"EMCluster",0.00296065,1000,0.02
"bgmm",0.005806363,1000,0.02
"flexmix",0.01506661,1000,0.02
"DCEM",0.061767702,1000,0.02
"GMKMcharlie",0.009386845,1000,0.02
"mclust",0.001604216,1000,0.02
"RGMMBench",0.042488957,1000,0.02
"mixtools",0.003807076,1000,0.02
"Rmixmod",0.005935254,1000,0.02
"otrimle",0.591023979,1000,0.02
"EMCluster",0.002995374,1000,0.02
"bgmm",0.005839535,1000,0.02
"flexmix",0.015280382,1000,0.02
"DCEM",0.063934013,1000,0.02
"GMKMcharlie",0.004564896,1000,0.02
"mclust",0.001497067,1000,0.02
"RGMMBench",0.042832111,1000,0.02
"mixtools",0.0032974,1000,0.02
"Rmixmod",0.006537564,1000,0.02
"otrimle",0.616343436,1000,0.02
"EMCluster",0.003021864,1000,0.02
"bgmm",0.005520368,1000,0.02
"flexmix",0.013606393,1000,0.02
"DCEM",0.062588492,1000,0.02
"GMKMcharlie",0.005832332,1000,0.02
"mclust",0.001716067,1000,0.02
"RGMMBench",0.042124736,1000,0.02
"mixtools",0.003234052,1000,0.02
"Rmixmod",0.004861102,1000,0.02
"otrimle",0.750139633,1000,0.02
"EMCluster",0.002850003,1000,0.02
"bgmm",0.00529773,1000,0.02
"flexmix",0.012859283,1000,0.02
"DCEM",0.060689553,1000,0.02
"GMKMcharlie",0.004849991,1000,0.02
"mclust",0.001459306,1000,0.02
"RGMMBench",0.044585448,1000,0.02
"mixtools",0.003410192,1000,0.02
"Rmixmod",0.004934289,1000,0.02
"otrimle",0.626052383,1000,0.02
"EMCluster",0.003061639,1000,0.02
"bgmm",0.005860926,1000,0.02
"flexmix",0.018193259,1000,0.02
"DCEM",0.064346716,1000,0.02
"GMKMcharlie",0.00487647,1000,0.02
"mclust",0.001603927,1000,0.02
"RGMMBench",0.044049092,1000,0.02
"mixtools",0.004803905,1000,0.02
"Rmixmod",0.006127315,1000,0.02
"otrimle",0.62832933,1000,0.02
"EMCluster",0.002996106,1000,0.02
"bgmm",0.005316365,1000,0.02
"flexmix",0.01339636,1000,0.02
"DCEM",0.061303282,1000,0.02
"GMKMcharlie",0.004602868,1000,0.02
"mclust",0.001404523,1000,0.02
"RGMMBench",0.041838739,1000,0.02
"mixtools",0.003448053,1000,0.02
"Rmixmod",0.005003619,1000,0.02
"otrimle",0.577746112,1000,0.02
"EMCluster",0.002971299,1000,0.02
"bgmm",0.005496862,1000,0.02
"flexmix",0.01345532,1000,0.02
"DCEM",0.062333463,1000,0.02
"GMKMcharlie",0.00447083,1000,0.02
"mclust",0.001510261,1000,0.02
"RGMMBench",0.042727565,1000,0.02
"mixtools",0.004643635,1000,0.02
"Rmixmod",0.004919961,1000,0.02
"otrimle",0.593740161,1000,0.02
"EMCluster",0.002981398,1000,0.02
"bgmm",0.005301287,1000,0.02
"flexmix",0.024892186,1000,0.02
"DCEM",0.061805684,1000,0.02
"GMKMcharlie",0.004672096,1000,0.02
"mclust",0.001427626,1000,0.02
"RGMMBench",0.04251625,1000,0.02
"mixtools",0.003081256,1000,0.02
"Rmixmod",0.004856062,1000,0.02
"otrimle",0.569591669,1000,0.02
"EMCluster",0.002937396,1000,0.02
"bgmm",0.005371859,1000,0.02
"flexmix",0.012914857,1000,0.02
"DCEM",0.061868623,1000,0.02
"GMKMcharlie",0.004624277,1000,0.02
"mclust",0.001511443,1000,0.02
"RGMMBench",0.041830764,1000,0.02
"mixtools",0.003115018,1000,0.02
"Rmixmod",0.004789277,1000,0.02
"otrimle",0.616984367,1000,0.02
"EMCluster",0.003070696,1000,0.02
"bgmm",0.005832021,1000,0.02
"flexmix",0.01635266,1000,0.02
"DCEM",0.069698989,1000,0.02
"GMKMcharlie",0.004865321,1000,0.02
"mclust",0.00255555,2000,0.02
"RGMMBench",0.130320252,2000,0.02
"mixtools",0.005407605,2000,0.02
"Rmixmod",0.008656374,2000,0.02
"otrimle",2.504717094,2000,0.02
"EMCluster",0.008780549,2000,0.02
"bgmm",0.011599341,2000,0.02
"flexmix",0.02022647,2000,0.02
"DCEM",0.122297626,2000,0.02
"GMKMcharlie",0.008085705,2000,0.02
"mclust",0.002424065,2000,0.02
"RGMMBench",0.099730297,2000,0.02
"mixtools",0.00529731,2000,0.02
"Rmixmod",0.007910839,2000,0.02
"otrimle",2.157457109,2000,0.02
"EMCluster",0.00915011,2000,0.02
"bgmm",0.01214781,2000,0.02
"flexmix",0.021325011,2000,0.02
"DCEM",0.126944766,2000,0.02
"GMKMcharlie",0.008279299,2000,0.02
"mclust",0.002741059,2000,0.02
"RGMMBench",0.103768115,2000,0.02
"mixtools",0.00541481,2000,0.02
"Rmixmod",0.007694863,2000,0.02
"otrimle",2.151010204,2000,0.02
"EMCluster",0.008927523,2000,0.02
"bgmm",0.011672768,2000,0.02
"flexmix",0.020650907,2000,0.02
"DCEM",0.122577309,2000,0.02
"GMKMcharlie",0.008098059,2000,0.02
"mclust",0.002546413,2000,0.02
"RGMMBench",0.099457526,2000,0.02
"mixtools",0.005330471,2000,0.02
"Rmixmod",0.007498444,2000,0.02
"otrimle",2.195872581,2000,0.02
"EMCluster",0.009106339,2000,0.02
"bgmm",0.012329741,2000,0.02
"flexmix",0.022373966,2000,0.02
"DCEM",0.125669727,2000,0.02
"GMKMcharlie",0.008324012,2000,0.02
"mclust",0.002617506,2000,0.02
"RGMMBench",0.126140008,2000,0.02
"mixtools",0.005184979,2000,0.02
"Rmixmod",0.007808276,2000,0.02
"otrimle",2.162444596,2000,0.02
"EMCluster",0.008915741,2000,0.02
"bgmm",0.011553005,2000,0.02
"flexmix",0.020575545,2000,0.02
"DCEM",0.121588736,2000,0.02
"GMKMcharlie",0.008244663,2000,0.02
"mclust",0.002639348,2000,0.02
"RGMMBench",0.102012795,2000,0.02
"mixtools",0.005203003,2000,0.02
"Rmixmod",0.007707967,2000,0.02
"otrimle",2.156781432,2000,0.02
"EMCluster",0.009225923,2000,0.02
"bgmm",0.012344568,2000,0.02
"flexmix",0.021077908,2000,0.02
"DCEM",0.125385092,2000,0.02
"GMKMcharlie",0.007967313,2000,0.02
"mclust",0.002519483,2000,0.02
"RGMMBench",0.100260961,2000,0.02
"mixtools",0.00808272,2000,0.02
"Rmixmod",0.007723757,2000,0.02
"otrimle",2.156302714,2000,0.02
"EMCluster",0.009028703,2000,0.02
"bgmm",0.011737089,2000,0.02
"flexmix",0.020843126,2000,0.02
"DCEM",0.123722436,2000,0.02
"GMKMcharlie",0.020233726,2000,0.02
"mclust",0.002353422,2000,0.02
"RGMMBench",0.099184684,2000,0.02
"mixtools",0.005338858,2000,0.02
"Rmixmod",0.007537529,2000,0.02
"otrimle",2.119605983,2000,0.02
"EMCluster",0.008693325,2000,0.02
"bgmm",0.011541242,2000,0.02
"flexmix",0.019892496,2000,0.02
"DCEM",0.119481738,2000,0.02
"GMKMcharlie",0.007800582,2000,0.02
"mclust",0.002591819,2000,0.02
"RGMMBench",0.09759267,2000,0.02
"mixtools",0.00517512,2000,0.02
"Rmixmod",0.007414237,2000,0.02
"otrimle",2.192259789,2000,0.02
"EMCluster",0.008979611,2000,0.02
"bgmm",0.012083749,2000,0.02
"flexmix",0.022454107,2000,0.02
"DCEM",0.125910516,2000,0.02
"GMKMcharlie",0.008299356,2000,0.02
"mclust",0.002591908,2000,0.02
"RGMMBench",0.101756264,2000,0.02
"mixtools",0.005691738,2000,0.02
"Rmixmod",0.007900468,2000,0.02
"otrimle",2.154362768,2000,0.02
"EMCluster",0.008854097,2000,0.02
"bgmm",0.011705941,2000,0.02
"flexmix",0.020407672,2000,0.02
"DCEM",0.120679182,2000,0.02
"GMKMcharlie",0.007760898,2000,0.02
"mclust",0.002433822,2000,0.02
"RGMMBench",0.098551187,2000,0.02
"mixtools",0.005186462,2000,0.02
"Rmixmod",0.007257303,2000,0.02
"otrimle",2.146022134,2000,0.02
"EMCluster",0.008979561,2000,0.02
"bgmm",0.011688689,2000,0.02
"flexmix",0.019728649,2000,0.02
"DCEM",0.12135519,2000,0.02
"GMKMcharlie",0.007784792,2000,0.02
"mclust",0.002362218,2000,0.02
"RGMMBench",0.098228241,2000,0.02
"mixtools",0.005422194,2000,0.02
"Rmixmod",0.007415989,2000,0.02
"otrimle",2.141347874,2000,0.02
"EMCluster",0.00892079,2000,0.02
"bgmm",0.01163064,2000,0.02
"flexmix",0.020502007,2000,0.02
"DCEM",0.121581443,2000,0.02
"GMKMcharlie",0.007662693,2000,0.02
"mclust",0.002399147,2000,0.02
"RGMMBench",0.098053554,2000,0.02
"mixtools",0.005353794,2000,0.02
"Rmixmod",0.007434354,2000,0.02
"otrimle",2.147352829,2000,0.02
"EMCluster",0.008874055,2000,0.02
"bgmm",0.011624207,2000,0.02
"flexmix",0.020396669,2000,0.02
"DCEM",0.120222566,2000,0.02
"GMKMcharlie",0.007813495,2000,0.02
"mclust",0.002363651,2000,0.02
"RGMMBench",0.097697096,2000,0.02
"mixtools",0.005094719,2000,0.02
"Rmixmod",0.007390684,2000,0.02
"otrimle",2.141678674,2000,0.02
"EMCluster",0.008804694,2000,0.02
"bgmm",0.011562212,2000,0.02
"flexmix",0.02006037,2000,0.02
"DCEM",0.120118982,2000,0.02
"GMKMcharlie",0.007730581,2000,0.02
"mclust",0.002387735,2000,0.02
"RGMMBench",0.097632985,2000,0.02
"mixtools",0.005309842,2000,0.02
"Rmixmod",0.007414006,2000,0.02
"otrimle",2.117381954,2000,0.02
"EMCluster",0.008794002,2000,0.02
"bgmm",0.011755103,2000,0.02
"flexmix",0.020142164,2000,0.02
"DCEM",0.119139566,2000,0.02
"GMKMcharlie",0.007753472,2000,0.02
"mclust",0.002578273,2000,0.02
"RGMMBench",0.098068362,2000,0.02
"mixtools",0.005090372,2000,0.02
"Rmixmod",0.007421571,2000,0.02
"otrimle",2.309466842,2000,0.02
"EMCluster",0.009046697,2000,0.02
"bgmm",0.012381117,2000,0.02
"flexmix",0.02457944,2000,0.02
"DCEM",0.128646696,2000,0.02
"GMKMcharlie",0.008284747,2000,0.02
"mclust",0.002565409,2000,0.02
"RGMMBench",0.101307654,2000,0.02
"mixtools",0.005679165,2000,0.02
"Rmixmod",0.008220487,2000,0.02
"otrimle",2.19463488,2000,0.02
"EMCluster",0.008995701,2000,0.02
"bgmm",0.011633154,2000,0.02
"flexmix",0.019998834,2000,0.02
"DCEM",0.12069436,2000,0.02
"GMKMcharlie",0.007865733,2000,0.02
"mclust",0.002385121,2000,0.02
"RGMMBench",0.098396566,2000,0.02
"mixtools",0.005332935,2000,0.02
"Rmixmod",0.007394781,2000,0.02
"otrimle",2.155596861,2000,0.02
"EMCluster",0.008753126,2000,0.02
"bgmm",0.011650998,2000,0.02
"flexmix",0.020035493,2000,0.02
"DCEM",0.119881116,2000,0.02
"GMKMcharlie",0.007762218,2000,0.02
"mclust",0.002377798,2000,0.02
"RGMMBench",0.097706162,2000,0.02
"mixtools",0.005155553,2000,0.02
"Rmixmod",0.007249929,2000,0.02
"otrimle",2.126261296,2000,0.02
"EMCluster",0.008821905,2000,0.02
"bgmm",0.011680032,2000,0.02
"flexmix",0.020301672,2000,0.02
"DCEM",0.120762237,2000,0.02
"GMKMcharlie",0.007738505,2000,0.02
"mclust",0.002418893,2000,0.02
"RGMMBench",0.098220666,2000,0.02
"mixtools",0.005289916,2000,0.02
"Rmixmod",0.007435857,2000,0.02
"otrimle",2.128026265,2000,0.02
"EMCluster",0.008932453,2000,0.02
"bgmm",0.01162609,2000,0.02
"flexmix",0.019864072,2000,0.02
"DCEM",0.119302502,2000,0.02
"GMKMcharlie",0.007712636,2000,0.02
"mclust",0.002388106,2000,0.02
"RGMMBench",0.097895518,2000,0.02
"mixtools",0.005293212,2000,0.02
"Rmixmod",0.007382677,2000,0.02
"otrimle",2.170392193,2000,0.02
"EMCluster",0.008982506,2000,0.02
"bgmm",0.012194206,2000,0.02
"flexmix",0.023104576,2000,0.02
"DCEM",0.126543504,2000,0.02
"GMKMcharlie",0.008282545,2000,0.02
"mclust",0.002547415,2000,0.02
"RGMMBench",0.10165326,2000,0.02
"mixtools",0.005563267,2000,0.02
"Rmixmod",0.009400028,2000,0.02
"otrimle",2.186628344,2000,0.02
"EMCluster",0.008996984,2000,0.02
"bgmm",0.012114856,2000,0.02
"flexmix",0.02286692,2000,0.02
"DCEM",0.125039624,2000,0.02
"GMKMcharlie",0.008198066,2000,0.02
"mclust",0.002595846,2000,0.02
"RGMMBench",0.102502513,2000,0.02
"mixtools",0.00561713,2000,0.02
"Rmixmod",0.009452567,2000,0.02
"otrimle",2.163473605,2000,0.02
"EMCluster",0.008767744,2000,0.02
"bgmm",0.011800568,2000,0.02
"flexmix",0.020013571,2000,0.02
"DCEM",0.11979794,2000,0.02
"GMKMcharlie",0.007788137,2000,0.02
"mclust",0.00238524,2000,0.02
"RGMMBench",0.098042313,2000,0.02
"mixtools",0.005380646,2000,0.02
"Rmixmod",0.00738904,2000,0.02
"otrimle",2.163390559,2000,0.02
"EMCluster",0.009026298,2000,0.02
"bgmm",0.011802071,2000,0.02
"flexmix",0.0199161,2000,0.02
"DCEM",0.11926983,2000,0.02
"GMKMcharlie",0.007754544,2000,0.02
"mclust",0.00261429,2000,0.02
"RGMMBench",0.098367963,2000,0.02
"mixtools",0.005181232,2000,0.02
"Rmixmod",0.007391193,2000,0.02
"otrimle",2.132932841,2000,0.02
"EMCluster",0.009072375,2000,0.02
"bgmm",0.012128593,2000,0.02
"flexmix",0.023086662,2000,0.02
"DCEM",0.126427417,2000,0.02
"GMKMcharlie",0.00827447,2000,0.02
"mclust",0.002625932,2000,0.02
"RGMMBench",0.10197274,2000,0.02
"mixtools",0.005610396,2000,0.02
"Rmixmod",0.00776791,2000,0.02
"otrimle",2.172076559,2000,0.02
"EMCluster",0.00912327,2000,0.02
"bgmm",0.01164175,2000,0.02
"flexmix",0.020265664,2000,0.02
"DCEM",0.11968025,2000,0.02
"GMKMcharlie",0.007766016,2000,0.02
"mclust",0.002378929,2000,0.02
"RGMMBench",0.09803009,2000,0.02
"mixtools",0.00531943,2000,0.02
"Rmixmod",0.007376396,2000,0.02
"otrimle",2.130026965,2000,0.02
"EMCluster",0.008843696,2000,0.02
"bgmm",0.011720729,2000,0.02
"flexmix",0.019885583,2000,0.02
"DCEM",0.11993682,2000,0.02
"GMKMcharlie",0.007751369,2000,0.02
"mclust",0.002378589,2000,0.02
"RGMMBench",0.097689442,2000,0.02
"mixtools",0.005141398,2000,0.02
"Rmixmod",0.007182472,2000,0.02
"otrimle",2.162058122,2000,0.02
"EMCluster",0.009199423,2000,0.02
"bgmm",0.012107955,2000,0.02
"flexmix",0.023304771,2000,0.02
"DCEM",0.130528804,2000,0.02
"GMKMcharlie",0.008275732,2000,0.02
"mclust",0.002593111,2000,0.02
"RGMMBench",0.102028825,2000,0.02
"mixtools",0.005529034,2000,0.02
"Rmixmod",0.009405599,2000,0.02
"otrimle",2.190951326,2000,0.02
"EMCluster",0.008992065,2000,0.02
"bgmm",0.011848998,2000,0.02
"flexmix",0.020052685,2000,0.02
"DCEM",0.120022752,2000,0.02
"GMKMcharlie",0.00775709,2000,0.02
"mclust",0.002493774,2000,0.02
"RGMMBench",0.09804113,2000,0.02
"mixtools",0.005362851,2000,0.02
"Rmixmod",0.007440305,2000,0.02
"otrimle",2.162012807,2000,0.02
"EMCluster",0.009145472,2000,0.02
"bgmm",0.012072568,2000,0.02
"flexmix",0.023350696,2000,0.02
"DCEM",0.126804342,2000,0.02
"GMKMcharlie",0.008232872,2000,0.02
"mclust",0.0026251,2000,0.02
"RGMMBench",0.102076644,2000,0.02
"mixtools",0.00560736,2000,0.02
"Rmixmod",0.007814297,2000,0.02
"otrimle",2.214548274,2000,0.02
"EMCluster",0.008967979,2000,0.02
"bgmm",0.012066156,2000,0.02
"flexmix",0.022711929,2000,0.02
"DCEM",0.130394031,2000,0.02
"GMKMcharlie",0.008486466,2000,0.02
"mclust",0.00253472,2000,0.02
"RGMMBench",0.102105549,2000,0.02
"mixtools",0.005585739,2000,0.02
"Rmixmod",0.009051135,2000,0.02
"otrimle",2.161489184,2000,0.02
"EMCluster",0.008913988,2000,0.02
"bgmm",0.011794506,2000,0.02
"flexmix",0.019965822,2000,0.02
"DCEM",0.120027239,2000,0.02
"GMKMcharlie",0.00777846,2000,0.02
"mclust",0.002429164,2000,0.02
"RGMMBench",0.097757639,2000,0.02
"mixtools",0.005133972,2000,0.02
"Rmixmod",0.007164568,2000,0.02
"otrimle",2.141602541,2000,0.02
"EMCluster",0.008823979,2000,0.02
"bgmm",0.011674762,2000,0.02
"flexmix",0.019937389,2000,0.02
"DCEM",0.119688977,2000,0.02
"GMKMcharlie",0.007549561,2000,0.02
"mclust",0.002387265,2000,0.02
"RGMMBench",0.097880009,2000,0.02
"mixtools",0.005350167,2000,0.02
"Rmixmod",0.007451407,2000,0.02
"otrimle",2.130076708,2000,0.02
"EMCluster",0.009041747,2000,0.02
"bgmm",0.012261251,2000,0.02
"flexmix",0.022966988,2000,0.02
"DCEM",0.128260011,2000,0.02
"GMKMcharlie",0.00827487,2000,0.02
"mclust",0.002602448,2000,0.02
"RGMMBench",0.101155769,2000,0.02
"mixtools",0.005645973,2000,0.02
"Rmixmod",0.00782186,2000,0.02
"otrimle",2.195430021,2000,0.02
"EMCluster",0.00915532,2000,0.02
"bgmm",0.012076856,2000,0.02
"flexmix",0.023225893,2000,0.02
"DCEM",0.127979766,2000,0.02
"GMKMcharlie",0.008181444,2000,0.02
"mclust",0.00257124,2000,0.02
"RGMMBench",0.10538219,2000,0.02
"mixtools",0.005562627,2000,0.02
"Rmixmod",0.007927008,2000,0.02
"otrimle",2.249299179,2000,0.02
"EMCluster",0.008880266,2000,0.02
"bgmm",0.011734654,2000,0.02
"flexmix",0.02085524,2000,0.02
"DCEM",0.123055025,2000,0.02
"GMKMcharlie",0.008024601,2000,0.02
"mclust",0.002577711,2000,0.02
"RGMMBench",0.099742159,2000,0.02
"mixtools",0.005355677,2000,0.02
"Rmixmod",0.008408471,2000,0.02
"otrimle",2.461947911,2000,0.02
"EMCluster",0.008879102,2000,0.02
"bgmm",0.011906387,2000,0.02
"flexmix",0.020706491,2000,0.02
"DCEM",0.122369129,2000,0.02
"GMKMcharlie",0.007697357,2000,0.02
"mclust",0.00239487,2000,0.02
"RGMMBench",0.099157073,2000,0.02
"mixtools",0.005437942,2000,0.02
"Rmixmod",0.007252334,2000,0.02
"otrimle",2.205163384,2000,0.02
"EMCluster",0.008890153,2000,0.02
"bgmm",0.012046029,2000,0.02
"flexmix",0.020086619,2000,0.02
"DCEM",0.122142585,2000,0.02
"GMKMcharlie",0.007835386,2000,0.02
"mclust",0.002534381,2000,0.02
"RGMMBench",0.099837909,2000,0.02
"mixtools",0.005437062,2000,0.02
"Rmixmod",0.007322996,2000,0.02
"otrimle",2.166228749,2000,0.02
"EMCluster",0.009027701,2000,0.02
"bgmm",0.011755214,2000,0.02
"flexmix",0.02091956,2000,0.02
"DCEM",0.122887332,2000,0.02
"GMKMcharlie",0.007927629,2000,0.02
"mclust",0.002403776,2000,0.02
"RGMMBench",0.098660102,2000,0.02
"mixtools",0.005359886,2000,0.02
"Rmixmod",0.007791124,2000,0.02
"otrimle",2.186752196,2000,0.02
"EMCluster",0.008897246,2000,0.02
"bgmm",0.012105761,2000,0.02
"flexmix",0.020634135,2000,0.02
"DCEM",0.123336663,2000,0.02
"GMKMcharlie",0.007936987,2000,0.02
"mclust",0.002517738,2000,0.02
"RGMMBench",0.09973745,2000,0.02
"mixtools",0.005555302,2000,0.02
"Rmixmod",0.007611356,2000,0.02
"otrimle",2.179676223,2000,0.02
"EMCluster",0.009093675,2000,0.02
"bgmm",0.012150374,2000,0.02
"flexmix",0.020611883,2000,0.02
"DCEM",0.124579864,2000,0.02
"GMKMcharlie",0.007967093,2000,0.02
"mclust",0.00253419,2000,0.02
"RGMMBench",0.100173858,2000,0.02
"mixtools",0.005600427,2000,0.02
"Rmixmod",0.007613129,2000,0.02
"otrimle",2.18637029,2000,0.02
"EMCluster",0.008983218,2000,0.02
"bgmm",0.0120735,2000,0.02
"flexmix",0.020750143,2000,0.02
"DCEM",0.124198258,2000,0.02
"GMKMcharlie",0.007905628,2000,0.02
"mclust",0.002528609,2000,0.02
"RGMMBench",0.102746911,2000,0.02
"mixtools",0.005646884,2000,0.02
"Rmixmod",0.007665689,2000,0.02
"otrimle",2.184164525,2000,0.02
"EMCluster",0.009051105,2000,0.02
"bgmm",0.012071646,2000,0.02
"flexmix",0.020664453,2000,0.02
"DCEM",0.124383594,2000,0.02
"GMKMcharlie",0.008036974,2000,0.02
"mclust",0.002536584,2000,0.02
"RGMMBench",0.100127271,2000,0.02
"mixtools",0.005572624,2000,0.02
"Rmixmod",0.00766664,2000,0.02
"otrimle",2.190880434,2000,0.02
"EMCluster",0.00881903,2000,0.02
"bgmm",0.012107253,2000,0.02
"flexmix",0.020532355,2000,0.02
"DCEM",0.12430593,2000,0.02
"GMKMcharlie",0.007876033,2000,0.02
"mclust",0.002369773,2000,0.02
"RGMMBench",0.099832719,2000,0.02
"mixtools",0.005635303,2000,0.02
"Rmixmod",0.007302117,2000,0.02
"otrimle",2.196836968,2000,0.02
"EMCluster",0.008842223,2000,0.02
"bgmm",0.012135035,2000,0.02
"flexmix",0.020540158,2000,0.02
"DCEM",0.122019224,2000,0.02
"GMKMcharlie",0.00768761,2000,0.02
"mclust",0.002412211,2000,0.02
"RGMMBench",0.099462224,2000,0.02
"mixtools",0.005423084,2000,0.02
"Rmixmod",0.007454082,2000,0.02
"otrimle",2.355196074,2000,0.02
"EMCluster",0.008817236,2000,0.02
"bgmm",0.012094179,2000,0.02
"flexmix",0.020215549,2000,0.02
"DCEM",0.122386912,2000,0.02
"GMKMcharlie",0.007767138,2000,0.02
"mclust",0.00240067,2000,0.02
"RGMMBench",0.099470491,2000,0.02
"mixtools",0.005417765,2000,0.02
"Rmixmod",0.00741655,2000,0.02
"otrimle",2.152037569,2000,0.02
"EMCluster",0.009070521,2000,0.02
"bgmm",0.011995905,2000,0.02
"flexmix",0.02019348,2000,0.02
"DCEM",0.122023131,2000,0.02
"GMKMcharlie",0.007942788,2000,0.02
"mclust",0.002376635,2000,0.02
"RGMMBench",0.098988276,2000,0.02
"mixtools",0.00553248,2000,0.02
"Rmixmod",0.007224121,2000,0.02
"otrimle",2.158281231,2000,0.02
"EMCluster",0.008954073,2000,0.02
"bgmm",0.011773298,2000,0.02
"flexmix",0.020633624,2000,0.02
"DCEM",0.124021746,2000,0.02
"GMKMcharlie",0.007978624,2000,0.02
"mclust",0.002516497,2000,0.02
"RGMMBench",0.099645768,2000,0.02
"mixtools",0.005287961,2000,0.02
"Rmixmod",0.00850968,2000,0.02
"otrimle",2.197699344,2000,0.02
"EMCluster",0.008780018,2000,0.02
"bgmm",0.011976307,2000,0.02
"flexmix",0.020211332,2000,0.02
"DCEM",0.121652667,2000,0.02
"GMKMcharlie",0.007668845,2000,0.02
"mclust",0.002417331,2000,0.02
"RGMMBench",0.098404121,2000,0.02
"mixtools",0.005468471,2000,0.02
"Rmixmod",0.007324919,2000,0.02
"otrimle",2.174844907,2000,0.02
"EMCluster",0.008865888,2000,0.02
"bgmm",0.012054104,2000,0.02
"flexmix",0.019746512,2000,0.02
"DCEM",0.121783802,2000,0.02
"GMKMcharlie",0.007647174,2000,0.02
"mclust",0.004955919,5000,0.02
"RGMMBench",0.480104551,5000,0.02
"mixtools",0.011481369,5000,0.02
"Rmixmod",0.01469312,5000,0.02
"otrimle",24.879592474,5000,0.02
"EMCluster",0.011133769,5000,0.02
"bgmm",0.027511024,5000,0.02
"flexmix",0.037183975,5000,0.02
"DCEM",0.309612784,5000,0.02
"GMKMcharlie",0.011646719,5000,0.02
"mclust",0.004921895,5000,0.02
"RGMMBench",0.267123045,5000,0.02
