"initialisation_method","package","scores","p1","p2","mu_var1_comp1","mu_var1_comp2","mu_var2_comp1","mu_var2_comp2","sd_var1_var1_comp1","sd_var2_var1_comp1","sd_var2_var2_comp1","sd_var1_var1_comp2","sd_var2_var1_comp2","sd_var2_var2_comp2","OVL","entropy","true_parameters_factor"
"random","mclust","bias",-0.00217981225396063,0.00217981225396069,-0.00466270293234052,0.00228460085023041,0.013174723813389,-0.00165843409217251,-0.025257304597574,0.0279362332363777,-0.0311997268349832,-0.00574062149005561,-0.00427245516842789,-0.00706830853417784,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"random","mclust","mse",0.0007422761260672,0.0007422761260672,0.00731849660464501,0.00350265077542306,0.00697406996788484,0.00428130014462599,0.0165399597139448,0.0117492671835313,0.0117089050573851,0.00766449411075539,0.00671354754551446,0.00693482514473941,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"random","mixtools","bias",-0.00169790324829311,0.00169790324829311,-0.00289357531585319,0.00245045895700224,0.0114606680353719,-0.00188983226369355,-0.0226300859382794,0.0254563868647589,-0.0287424302791713,-0.00513095125825302,-0.00338407916529171,-0.00647944678569523,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"random","mixtools","mse",0.000745438160561827,0.000745438160561827,0.00727158480048953,0.00350999222772983,0.00689122601694014,0.00428991177728123,0.0165537495609245,0.0116815838732272,0.0115448453804441,0.00768301475439755,0.00672177651043998,0.00694367390676386,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"random","Rmixmod","bias",-0.00169790324829294,0.001697903248293,-0.00289357531585288,0.00245045895700224,0.0114606680353719,-0.0018898322636936,-0.0226300859382791,0.0254563868647585,-0.028742430279171,-0.00513095125825291,-0.00338407916529138,-0.00647944678569512,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"random","Rmixmod","mse",0.000745438160561826,0.000745438160561826,0.00727158480048953,0.00350999222772984,0.0068912260169401,0.00428991177728124,0.0165537495609245,0.0116815838732272,0.011544845380444,0.00768301475439756,0.00672177651043998,0.00694367390676386,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","bgmm","bias",-0.00188419481204916,0.00188419481204916,-0.00358690465740309,0.00238594354856536,0.0121540717976076,-0.00182696784451532,-0.0236164354282983,0.026414360397764,-0.0297170295109302,-0.0053225404690902,-0.00368039132012898,-0.00667279802527854,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","bgmm","mse",0.000753150364775716,0.000753150364775716,0.00721985757990656,0.00350811653111864,0.00685939681040236,0.0042907123472258,0.0165543596471484,0.0116855999754559,0.0115399282037557,0.00771379837644743,0.00677632283926225,0.00697997008914065,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","em R","bias",-0.00169019225803013,0.00169019225803013,-0.0028655153201678,0.00245299726427772,0.0114341561230669,-0.00189424927891303,-0.0225871688075745,0.0254168174766644,-0.0287040534120027,-0.0051200658642383,-0.00336860419813145,-0.00646914321161074,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","em R","mse",0.000745746605639771,0.000745746605639771,0.00726925112040677,0.00351015671034748,0.0068884430518419,0.00429019158070406,0.016554947663806,0.0116806813983484,0.011541103564108,0.00768432077641277,0.00672339008721017,0.00694486060195234,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","EMCluster","bias",-0.00195028132741659,0.00195028132741659,-0.003835034756911,0.00236028947999634,0.0124028393458673,-0.00180472427613527,-0.0239659837129751,0.0267546778034959,-0.0300635353282032,-0.00538810422926106,-0.00378203119214537,-0.00673927121253781,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","EMCluster","mse",0.000756941887125326,0.000756941887125326,0.00720417091023433,0.00350678091021352,0.00685102599553661,0.00429148657117106,0.0165652165127332,0.011691506914681,0.0115382730930189,0.0077261931121481,0.00679814574854208,0.00699479946268352,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","flexmix","bias",-0.02272,0.0227200000000001,-0.00284689838350715,0.00231736477827527,0.0114199147127052,-0.00177872729040547,-0.0186000239642561,0.0222193522296861,-0.0247296895555964,-0.00126175045016907,-0.000472127160290547,-0.00261932353234617,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","flexmix","mse",0.00118573536969697,0.00118573536969697,0.00720229089111837,0.0035078524237086,0.0068308130844182,0.00429574629829674,0.0164500537720829,0.0115403502808272,0.0113009839919368,0.00776892542098736,0.00684411483932753,0.00702008877315025,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","GMKMcharlie","bias",-0.00170088516594791,0.00170088516594791,-0.00290480144758314,0.00245043499648556,0.0114723727091515,-0.0018896707435099,-0.0226441441170769,0.0254714913974001,-0.0287570905004466,-0.00513090998107446,-0.0033871823919186,-0.00647984039997507,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","GMKMcharlie","mse",0.000745779885072883,0.000745779885072883,0.00726650971196243,0.00351025948402841,0.00688694626834982,0.00428993779281481,0.0165506682799349,0.0116797903841218,0.0115421368217346,0.00768538783815694,0.00672552314636989,0.00694595560634204,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","mclust","bias",-0.00195028132741665,0.0019502813274167,-0.0038350347569112,0.00236028947999634,0.0124028393458673,-0.00180472427613523,-0.0239659837129756,0.0267546778034962,-0.0300635353282033,-0.00538810422926062,-0.00378203119214549,-0.00673927121253792,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","mclust","mse",0.000756941887125327,0.000756941887125327,0.00720417091023434,0.00350678091021352,0.00685102599553662,0.00429148657117106,0.0165652165127333,0.011691506914681,0.0115382730930188,0.00772619311214809,0.00679814574854207,0.00699479946268345,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","mixtools","bias",-0.0016921193993748,0.00169211939937475,-0.00287271562643361,0.00245225054148523,0.0114413785873286,-0.00189364139448966,-0.0225973598609261,0.0254267579217686,-0.0287142052088309,-0.00512207737688131,-0.00337164371143661,-0.00647115593502678,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","mixtools","mse",0.000745839006811314,0.000745839006811314,0.00726881601560645,0.00351011526817138,0.00688819453276487,0.00429022952167712,0.0165552513642068,0.0116808218716438,0.0115410174439291,0.00768461638039954,0.00672392462825756,0.00694524102992083,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","Rmixmod","bias",-0.00169211939937464,0.00169211939937464,-0.00287271562643321,0.00245225054148568,0.0114413785873282,-0.00189364139448973,-0.0225973598609258,0.0254267579217682,-0.0287142052088305,-0.0051220773768812,-0.00337164371143628,-0.00647115593502667,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"rebmix","Rmixmod","mse",0.000745839006811315,0.000745839006811315,0.00726881601560646,0.00351011526817142,0.00688819453276487,0.00429022952167713,0.0165552513642068,0.0116808218716438,0.011541017443929,0.00768461638039955,0.00672392462825758,0.00694524102992084,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_-0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","bgmm","bias",-0.00171850249579802,0.00171850249579808,0.00326121522868156,-0.000361517231851405,-0.00448720561426263,0.00659649630079761,-0.0141620456662254,-0.0086438648326258,-0.006798376791189,-0.0069836896828237,0.000759073286009104,0.00396845076954389,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","bgmm","mse",0.000820033617130267,0.000820033617130267,0.00380434815289561,0.0082225943061886,0.00471656705321963,0.00821617883901854,0.00713248266254031,0.00719330865438139,0.0081324541714023,0.0173451627644998,0.0154744581745911,0.0181507437670111,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","em R","bias",-0.00215425088945087,0.00215425088945087,0.00308498669200312,-0.00188419964253095,-0.00434534435302125,0.00814810720595679,-0.0136177904265387,-0.00784138003313672,-0.0062315664689675,-0.00488127016048678,-0.0013402800547202,0.00616769329460354,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","em R","mse",0.000827492477070275,0.000827492477070275,0.00381435744608747,0.00830688140620898,0.00472277027185047,0.00831019506569596,0.00714128625533747,0.00720589134648446,0.00814567245244666,0.0174559210287046,0.0155893076839789,0.0182887133943258,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","EMCluster","bias",-0.0015441266945615,0.0015441266945615,0.00333325203488297,0.00025053458065516,-0.00454589157809382,0.00597452323982657,-0.0143794982848982,-0.00896319954333935,-0.00702599183491126,-0.00783231308416943,0.00160288630052163,0.00308852558423123,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","EMCluster","mse",0.000817311555509119,0.000817311555509119,0.00380035717536202,0.00820058477224238,0.00471432091740038,0.0081864723358357,0.00712992541591898,0.00718946228339162,0.00812768780232391,0.0173100360827201,0.0154325451604852,0.0180983045128538,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","flexmix","bias",0.02024,-0.02024,0.00336059747480312,-0.000807035204165141,-0.00457418997813086,0.00703457331721699,-0.0102441833221554,-0.00562458362697038,-0.00286891719225213,-0.00238009078792523,-0.00306631164424576,0.00859751887627502,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","flexmix","mse",0.00112588224646465,0.00112588224646465,0.00380262842377432,0.00821471740974324,0.00471857116797731,0.00819917605760378,0.00709477853354263,0.00720733140448173,0.00815554201266958,0.0173667576620576,0.0155254956730694,0.0182722387598063,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","GMKMcharlie","bias",-0.00213736293284073,0.00213736293284073,0.00309107538120902,-0.0018258877895192,-0.0043499617717766,0.00808771603944751,-0.0136382706713833,-0.00787328223715567,-0.00625239794781529,-0.00495993613871915,-0.00125848492551195,0.00608127209143627,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","GMKMcharlie","mse",0.000827164859414365,0.000827164859414365,0.00381401690914911,0.00829972241110507,0.00472252127553073,0.00830435342496873,0.00714046748281822,0.00720495158359585,0.00814476023048065,0.0174512057398264,0.0155852356227091,0.0182833435281471,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","mclust","bias",-0.00154412669456144,0.00154412669456139,0.00333325203488304,0.000250534580655604,-0.00454589157809382,0.00597452323982636,-0.014379498284898,-0.00896319954333957,-0.00702599183491115,-0.00783231308416932,0.00160288630052174,0.00308852558423078,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","mclust","mse",0.000817311555509119,0.000817311555509119,0.00380035717536202,0.00820058477224237,0.00471432091740038,0.0081864723358357,0.00712992541591897,0.00718946228339159,0.00812768780232389,0.0173100360827201,0.0154325451604852,0.0180983045128538,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","mixtools","bias",-0.00214960596591063,0.00214960596591063,0.00308686688151964,-0.00186793967944676,-0.00434691491927008,0.0081316060726951,-0.0136235952765774,-0.00784989122695623,-0.00623762602329858,-0.00490376164843342,-0.00131797208485362,0.006144438024138,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","mixtools","mse",0.000827411489098403,0.000827411489098403,0.00381425017334562,0.00830614865167498,0.00472268884087436,0.00830919758432796,0.00714122219829069,0.00720577305241552,0.008145538809759,0.0174547372297564,0.0155880089153856,0.0182872218814553,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","Rmixmod","bias",-0.00214960596591079,0.00214960596591074,0.00308686688151958,-0.00186793967944721,-0.00434691491926986,0.00813160607269545,-0.0136235952765773,-0.0078498912269559,-0.00623762602329847,-0.00490376164843298,-0.00131797208485396,0.00614443802413844,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"hc","Rmixmod","mse",0.000827411489098404,0.000827411489098404,0.00381425017334562,0.00830614865167502,0.00472268884087434,0.00830919758432797,0.00714122219829071,0.00720577305241552,0.00814553880975901,0.0174547372297564,0.0155880089153856,0.0182872218814552,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"kmeans","bgmm","bias",-0.00157653986662454,0.00157653986662454,0.0033299849112052,0.00015008726927368,-0.00455443250032861,0.00608117440297362,-0.0143191300206743,-0.00889008640010958,-0.00695532659573816,-0.00769859940058948,0.00145272638556626,0.00324433992623896,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"kmeans","bgmm","mse",0.000823844281173254,0.000823844281173254,0.00380591260240421,0.00824361597943818,0.00471442632125111,0.00823095028102261,0.00713737566542504,0.00720053052532817,0.00813454321272669,0.0173954313198016,0.0155145331997644,0.0181612780549228,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"kmeans","em R","bias",-0.00215100408681018,0.00215100408681013,0.00308663232562124,-0.00187253640252072,-0.00434684758360837,0.00813616375219679,-0.0136213595133554,-0.00784699128189625,-0.00623514177732765,-0.00489747974038479,-0.00132429269200629,0.00615066248282958,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"kmeans","em R","mse",0.000827588466332607,0.000827588466332606,0.00381441594044936,0.00830748092996225,0.004722714462613,0.00831085305357902,0.00714133258441323,0.00720599770716684,0.00814569185496269,0.0174573915348645,0.0155903372095194,0.0182886936533824,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"kmeans","EMCluster","bias",-0.00134383588369902,0.00134383588369902,0.00343355352867779,0.00097087522156869,-0.00464273821789662,0.00524877122122202,-0.0145992416304064,-0.00931077301661754,-0.0072462158602945,-0.00883711906934748,0.00257747895815008,0.00207007083234911,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"kmeans","EMCluster","mse",0.000822756923935249,0.000822756923935249,0.00380241561071549,0.00823488894473224,0.0047115060127988,0.00821166844428961,0.00713697704948323,0.00720010718636743,0.00813112666895608,0.0173889508332219,0.0154990242429221,0.0181249026106491,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"kmeans","flexmix","bias",0.02036,-0.02036,0.00346785748998505,-3.20621187597236e-05,-0.00468768987761847,0.00625569859739871,-0.0104876341259715,-0.00600819824256149,-0.00310385376876543,-0.0034628741748155,-0.00201552965378438,0.00750005025763878,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
"kmeans","flexmix","mse",0.00113076232727273,0.00113076232727273,0.0038076523168745,0.00824803746471593,0.00471380856475597,0.00823839409649648,0.00710069415645533,0.00721855093857385,0.0081610481568304,0.0174560830843499,0.015619138229382,0.0183368328856464,0.15,1,"p1_0.5_p2_0.5_mu_var1_comp1_0_mu_var1_comp2_2_mu_var2_comp1_2_mu_var2_comp2_0_sd_var1_var1_comp1_1_sd_var2_var1_comp1_0.8_sd_var2_var2_comp1_1_sd_var1_var1_comp2_1_sd_var2_var1_comp2_-0.8_sd_var2_var2_comp2_1Nobservations_500"
